"1","Computing","Year 1","Autumn 1","Technology around us","Listening for meaning in non-fiction texts","Ordering numbers","Impact of technology on society"
"205","Design and Technology","Year 2","Autumn 1","Sewing, Rangoli Patterns","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Celebrating sacred times."
"206","Design and Technology","Year 2","Autumn 2","Sewing, Rangoli Patterns","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Celebrating sacred times."
"207","Design and Technology","Year 2","Spring 1","Vehicles","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Celebrating sacred times."
"208","Design and Technology","Year 2","Spring 2","Vehicles","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Celebrating sacred times."
"209","Design and Technology","Year 2","Summer 1","We are bag / fashion designers","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Celebrating sacred times."
"210","Design and Technology","Year 2","Summer 2","We are bag / fashion designers","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Celebrating sacred times."
"211","Design and Technology","Year 3","Autumn 1","We are exhibition designers","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"212","Design and Technology","Year 3","Autumn 2","We are exhibition designers","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Learning about the Christianity celebration of Christmas."
"213","Design and Technology","Year 3","Spring 1","Packaging","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"214","Design and Technology","Year 3","Spring 2","Packaging","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Learning about the Christianity celebration of Christmas."
"215","Design and Technology","Year 3","Summer 1","Sandwich snacks","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"216","Design and Technology","Year 3","Summer 2","Sandwich snacks","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","RE: Learning about the Christianity celebration of Christmas."
"217","Design and Technology","Year 4","Autumn 1","Moving toys/machines (cams)","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"218","Design and Technology","Year 4","Autumn 2","Moving toys/machines (cams)","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","To understand about different cultures and traditions."
"219","Design and Technology","Year 4","Spring 1","Storybooks, pop-up books with moving parts","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"220","Design and Technology","Year 4","Spring 2","Food technology - Egyptian spices/stew","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","To understand about different cultures and traditions."
"221","Design and Technology","Year 4","Summer 1","Money containers – sewing, making wallets / purse","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"222","Design and Technology","Year 4","Summer 2","Money containers – sewing, making wallets / purse","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","To understand about different cultures and traditions."
"223","Design and Technology","Year 5","Autumn 1","Biscuits for Charity","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"224","Design and Technology","Year 5","Autumn 2","Story scene in a shoe box","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"225","Design and Technology","Year 5","Spring 1","Viking long boats","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"226","Design and Technology","Year 5","Spring 2","Shield designs","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"227","Design and Technology","Year 5","Summer 1","We are Lighting designers","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"228","Design and Technology","Year 5","Summer 2","Create moving robots - enter commands & use sensors","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"229","Design and Technology","Year 6","Autumn 1","Re-cap - Electrical circuits using buzzers, switches.","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","Art: Creative outlet and expressive interest."
"230","Design and Technology","Year 6","Autumn 2","Create a moving or light up model","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"231","Design and Technology","Year 6","Spring 1","Switched on Unit 6","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","Art: Creative outlet and expressive interest."
"232","Design and Technology","Year 6","Spring 2","We are pop up cafe designers","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"233","Design and Technology","Year 6","Summer 1","Food technology - create a dish using example of rations from WW2","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","Art: Creative outlet and expressive interest."
"234","Design and Technology","Year 6","Summer 2","Food technology - create a dish using example of rations from WW2","To be able to write instructions in cooking or making a design.","Maths using measurements and numbers.","PSHE: Charity, what this means by helping others."
"235","Design and Technology","Year 7","Autumn 1","Introduction to the different materials. Introduction to designing Key rack fobs. Development of materials knowledge.","Keywords material focused.","Measurement and accuracy.","Experience opportunities for creativity."
"236","Design and Technology","Year 7","Autumn 2","Introduction to workshop safety Using tools and machinery Manufacturing Key rack and fobs. Development of practical skills.","Keywords tools and equipment.","Measurement and accuracy.","Encouraging pupils to work co-operatively."
"237","Design and Technology","Year 7","Spring 1","Torch Project Introduction to Electronic components. Development of Basic component knowledge.","Keywords electronic components.","Resistor Calculations.","Develop an understanding of others."
"238","Design and Technology","Year 7","Spring 2","Using components in a circuit supported soldering, manufacture of torch. Development of Soldering technique.","Keywords.","Measurement of torch casing.","Opportunities to be inquisitive."
"239","Design and Technology","Year 7","Summer 1","Development of design skills Desk Tidy project Research QS and Product analysis skills.","Analysis and evaluation techniques.","Graphical representation of data.","Providing links with the wider community and the world of work."
"240","Design and Technology","Year 7","Summer 2","Introduction to CAD/CAM manufacture of desk tidy Use of 2D design tools to profile bitmap and raster and cut features.","Final evaluation critical thinking skills.","Accuracy and measure using CAD.","Openness to new ideas and to modify thinking to accommodate them."
"241","Design and Technology","Year 8","Autumn 1","Mobile phone project Using research findings Further development of Research skills QS, Product analysis, Future tech and historical change","Research methods, Evaluations.","Graphs and statistics.","Experience opportunities for creativity."
"242","Design and Technology","Year 8","Autumn 2","Development of design skills and use of CAD software. Detailed use of CAD 2D design Prodesktop and Graphic software for GUI","Labelling and descriptive text.","Measurement and accuracy.","Encouraging pupils to work co-operatively."
"243","Design and Technology","Year 8","Spring 1","Night Light Project Energy sources. Detailed understanding of components and review of energy sources. Basic sustainability","Extended writing keywords for energy and sustainability.","Estimating.","Providing links with the wider community and the world of work."
"244","Design and Technology","Year 8","Spring 2","Using components in a circuit, developing independent soldering, manufacture of Nightlight including CAD/CAM Development of independent CAD skills and soldering skills","Keywords Identifying resistors codes.","Use of grids for CAD.","Developing individual self evaluation."
"245","Design and Technology","Year 8","Summer 1","Trophy Project Design Skills Development independent Design Skills","Evaluation and analysis.","Costing materials.","Openness to new ideas and to modify thinking to accommodate them."
"246","Design and Technology","Year 8","Summer 2","Trophy Project Manufacturing Skills Development Practical Skills use of CAM independently","Practical log.","Accuracy and Measure.","Develop an understanding of others."
"247","Design and Technology","Year 9","Autumn 1","Clock Project Develop independence range of sources QS, Product analysis, historical change.","Research methods, Evaluations.","Graphs and statistics.","Experience opportunities for creativity."
"248","Design and Technology","Year 9","Autumn 2","Clock Project Manufacturing including CAM, use of laser cutter and marking out hand skills versus CAD","Advertising work descriptive language.","Measurement and Accuracy.","Encouraging pupils to work co-operatively."
"249","Design and Technology","Year 9","Spring 1","MP3 or Board Game Project Electronics project component theory and design.","Work with geometry.","Keywords electronic components.","Developing individual self evaluation."
"250","Design and Technology","Year 9","Spring 2","MP3 or Board Game Project Electronics project Manufacturing, including case/packaging design","Keywords and analysis skills.","Measurement and accuracy.","Encouraging pupils to work co-operatively."
"251","Design and Technology","Year 9","Summer 1","Mechanical systems","Keywords Mechanical movement.","Calculations and Cam movements geometry.","Experience opportunities for creativity."
"252","Design and Technology","Year 9","Summer 2","Mechanical systems","Keywords Mechanical movement.","Calculations and Cam movements geometry.","Develop an understanding of others."
"253","Design and Technology","Year 10","Autumn 1","Working with Wood Bird Box Project","Work Diary.","Accuracy and Measurement.","Social factors: social responsibility."
"254","Design and Technology","Year 10","Autumn 2","Working with Wood Bird Box Project completion Working in Metal Tea Light Candle Holder","Work Diary.","Accuracy and Measurement.","Cultural factors: sensitive to cultural influences."
"255","Design and Technology","Year 10","Spring 1","Working in Metal Tea Light Candle Holder completion Electronics Project Air Freshener","Work Diary and Keywords.","Accuracy and Measurement.","Ethical factors: purchased from ethical sources such as FSC."
"256","Design and Technology","Year 10","Spring 2","Electronics Project Air Freshener completion","Work Diary.","Accuracy and Measurement.","Recycling."
"257","Design and Technology","Year 10","Summer 1","Understanding materials properties and uses","Keywords.","Physical properties units of measurement.","Bioplastics."
"258","Design and Technology","Year 10","Summer 2","Introduction to NEA on release of themes Developing design brief and analysis of task research design eras and materials","Research methods, Evaluations.","Graphs and statistics.","Experience opportunities for creativity."
"259","Design and Technology","Year 11","Autumn 1","NEA Task Research continuation including product analysis and client research.","Research methods, Evaluations.","Graphs and statistics.","Ethical factors and consideration of ecological and social footprint."
"260","Design and Technology","Year 11","Autumn 2","NEA Task designing and Evaluation","Labelling and descriptive text.","Measurement and accuracy Drawing and modelling techniques (2D and 3D).","Respecting people of different faiths and beliefs."
"261","Design and Technology","Year 11","Spring 1","NEA Task Final designs and Manufacture","Practical Log Photo diary Activity.","Accuracy and Measure.","Experience opportunities for creativity."
"262","Design and Technology","Year 11","Spring 2","NEA Task Manufacturing and final testing/evaluation","Practical Log Photo diary Activity.","Accuracy and measure.","Develop an understanding of others."
"263","Design and Technology","Year 11","Summer 1","Preparation for exams, past papers, Final Exam","Descriptive writing techniques.","Accuracy and measure.","Use of CAD support."
"264","Design and Technology","Year 11","Summer 2","Preparation for exams, past papers, Final Exam","Extended answer techniques.","% calculations and Graphical challenges.","Sustainability, use of resources."
"337","English","Year 1","Autumn 1","Narrative, labels, lists, captions, recount, instructions, poetry – using the senses.","Character description, sequencing events, factual writing, writing instructions, descriptive writing.","Counting objects, sorting by categories, position and direction.","Self-awareness, managing feelings, empathy."
"338","English","Year 1","Autumn 2","Narrative, labels, lists, captions, recount, instructions, poetry – using the senses.","Character description, sequencing events, factual writing, writing instructions, descriptive writing.","Counting objects, sorting by categories, position and direction.","Self-awareness, managing feelings, empathy."
"339","English","Year 1","Spring 1","Stories from a range of cultures, non-chronological reports, traditional and fairy tales, recount, poetry – pattern and rhyme.","Character description, retelling stories, information writing, recount writing, creating rhymes.","Days of the week, months of the year, shapes and patterns.","Respect for others, valuing differences, understanding rules."
"340","English","Year 1","Spring 2","Stories from a range of cultures, non-chronological reports, traditional and fairy tales, recount, poetry – pattern and rhyme.","Character description, retelling stories, information writing, recount writing, creating rhymes.","Days of the week, months of the year, shapes and patterns.","Respect for others, valuing differences, understanding rules."
"341","English","Year 1","Summer 1","Stories about fantasy worlds, information texts, traditional and fairy tales, recount, poetry – poems on a theme.","Character description, information writing, retelling stories, recount writing, theme-based poems.","Money, time, measures.","Setting goals, understanding responsibilities, community participation."
"342","English","Year 1","Summer 2","Stories about fantasy worlds, information texts, traditional and fairy tales, recount, poetry – poems on a theme.","Character description, information writing, retelling stories, recount writing, theme-based poems.","Money, time, measures.","Setting goals, understanding responsibilities, community participation."
"343","English","Year 2","Autumn 1","Narrative, letters, instructions, non-chronological reports, poetry – using the senses.","Writing narratives, letter writing, writing instructions, factual writing, sensory descriptions.","Numbers and place value, addition and subtraction.","Respect for property, following rules, understanding right and wrong."
"344","English","Year 2","Autumn 2","Narrative, letters, instructions, non-chronological reports, poetry – using the senses.","Writing narratives, letter writing, writing instructions, factual writing, sensory descriptions.","Numbers and place value, addition and subtraction.","Respect for property, following rules, understanding right and wrong."
"345","English","Year 2","Spring 1","Stories from a range of cultures, explanations, traditional and fairy tales, recount, poetry – pattern and rhyme.","Retelling stories, explaining processes, recount writing, creating rhymes.","Shapes and patterns, fractions.","Understanding diversity, inclusion, celebrating differences."
"346","English","Year 2","Spring 2","Stories from a range of cultures, explanations, traditional and fairy tales, recount, poetry – pattern and rhyme.","Retelling stories, explaining processes, recount writing, creating rhymes.","Shapes and patterns, fractions.","Understanding diversity, inclusion, celebrating differences."
"347","English","Year 2","Summer 1","Stories about fantasy worlds, non-chronological reports, traditional and fairy tales, recount, poetry – poems on a theme.","Writing about fantasy worlds, factual writing, retelling stories, recount writing, theme-based poems.","Time, measures, data handling.","Personal growth, self-esteem, community participation."
"348","English","Year 2","Summer 2","Stories about fantasy worlds, non-chronological reports, traditional and fairy tales, recount, poetry – poems on a theme.","Writing about fantasy worlds, factual writing, retelling stories, recount writing, theme-based poems.","Time, measures, data handling.","Personal growth, self-esteem, community participation."
"349","English","Year 3","Autumn 1","Narrative, dialogues, plays, instructions, non-chronological reports, poetry – creating images.","Writing narratives, creating dialogues, writing plays, factual writing, imagery in poetry.","Place value, addition and subtraction.","Social skills, cooperation, expressing feelings."
"350","English","Year 3","Autumn 2","Narrative, dialogues, plays, instructions, non-chronological reports, poetry – creating images.","Writing narratives, creating dialogues, writing plays, factual writing, imagery in poetry.","Place value, addition and subtraction.","Social skills, cooperation, expressing feelings."
"351","English","Year 3","Spring 1","Stories from different cultures, explanations, myths and legends, recount, poetry – shape poems.","Retelling stories, explaining processes, recount writing, creating shape poems.","Multiplication and division, fractions.","Cultural awareness, respect for others, understanding traditions."
"352","English","Year 3","Spring 2","Stories from different cultures, explanations, myths and legends, recount, poetry – shape poems.","Retelling stories, explaining processes, recount writing, creating shape poems.","Multiplication and division, fractions.","Cultural awareness, respect for others, understanding traditions."
"353","English","Year 3","Summer 1","Adventure stories, persuasive writing, traditional tales, recount, poetry – performance poems.","Writing adventure stories, persuasive writing, retelling traditional tales, recount writing, performing poems.","Time, measures, data handling.","Setting goals, understanding responsibilities, teamwork."
"354","English","Year 3","Summer 2","Adventure stories, persuasive writing, traditional tales, recount, poetry – performance poems.","Writing adventure stories, persuasive writing, retelling traditional tales, recount writing, performing poems.","Time, measures, data handling.","Setting goals, understanding responsibilities, teamwork."
"355","English","Year 4","Autumn 1","Narrative, letters, instructions, non-chronological reports, poetry – imagery.","Writing narratives, letter writing, writing instructions, factual writing, imagery in poetry.","Numbers and place value, addition and subtraction.","Respect for property, following rules, understanding right and wrong."
"356","English","Year 4","Autumn 2","Narrative, letters, instructions, non-chronological reports, poetry – imagery.","Writing narratives, letter writing, writing instructions, factual writing, imagery in poetry.","Numbers and place value, addition and subtraction.","Respect for property, following rules, understanding right and wrong."
"357","English","Year 4","Spring 1","Stories from a range of cultures, explanations, traditional and fairy tales, recount, poetry – narrative poems.","Retelling stories, explaining processes, recount writing, creating narrative poems.","Shapes and patterns, fractions.","Understanding diversity, inclusion, celebrating differences."
"358","English","Year 4","Spring 2","Stories from a range of cultures, explanations, traditional and fairy tales, recount, poetry – narrative poems.","Retelling stories, explaining processes, recount writing, creating narrative poems.","Shapes and patterns, fractions.","Understanding diversity, inclusion, celebrating differences."
"359","English","Year 4","Summer 1","Stories about fantasy worlds, non-chronological reports, traditional and fairy tales, recount, poetry – poems on a theme.","Writing about fantasy worlds, factual writing, retelling stories, recount writing, theme-based poems.","Time, measures, data handling.","Personal growth, self-esteem, community participation."
"360","English","Year 4","Summer 2","Stories about fantasy worlds, non-chronological reports, traditional and fairy tales, recount, poetry – poems on a theme.","Writing about fantasy worlds, factual writing, retelling stories, recount writing, theme-based poems.","Time, measures, data handling.","Personal growth, self-esteem, community participation."
"361","English","Year 5","Autumn 1","Narrative, letters, instructions, non-chronological reports, poetry – performance poems.","Writing narratives, letter writing, writing instructions, factual writing, performing poems.","Numbers and place value, addition and subtraction.","Respect for property, following rules, understanding right and wrong."
"362","English","Year 5","Autumn 2","Narrative, letters, instructions, non-chronological reports, poetry – performance poems.","Writing narratives, letter writing, writing instructions, factual writing, performing poems.","Numbers and place value, addition and subtraction.","Respect for property, following rules, understanding right and wrong."
"363","English","Year 5","Spring 1","Stories from a range of cultures, explanations, traditional and fairy tales, recount, poetry – narrative poems.","Retelling stories, explaining processes, recount writing, creating narrative poems.","Shapes and patterns, fractions.","Understanding diversity, inclusion, celebrating differences."
"364","English","Year 5","Spring 2","Stories from a range of cultures, explanations, traditional and fairy tales, recount, poetry – narrative poems.","Retelling stories, explaining processes, recount writing, creating narrative poems.","Shapes and patterns, fractions.","Understanding diversity, inclusion, celebrating differences."
"365","English","Year 5","Summer 1","Stories about fantasy worlds, non-chronological reports, traditional and fairy tales, recount, poetry – poems on a theme.","Writing about fantasy worlds, factual writing, retelling stories, recount writing, theme-based poems.","Time, measures, data handling.","Personal growth, self-esteem, community participation."
"366","English","Year 5","Summer 2","Stories about fantasy worlds, non-chronological reports, traditional and fairy tales, recount, poetry – poems on a theme.","Writing about fantasy worlds, factual writing, retelling stories, recount writing, theme-based poems.","Time, measures, data handling.","Personal growth, self-esteem, community participation."
"367","English","Year 6","Autumn 1","Narrative, letters, instructions, non-chronological reports, poetry – performance poems.","Writing narratives, letter writing, writing instructions, factual writing, performing poems.","Numbers and place value, addition and subtraction.","Respect for property, following rules, understanding right and wrong."
"368","English","Year 6","Autumn 2","Narrative, letters, instructions, non-chronological reports, poetry – performance poems.","Writing narratives, letter writing, writing instructions, factual writing, performing poems.","Numbers and place value, addition and subtraction.","Respect for property, following rules, understanding right and wrong."
"369","English","Year 6","Spring 1","Stories from a range of cultures, explanations, traditional and fairy tales, recount, poetry – narrative poems.","Retelling stories, explaining processes, recount writing, creating narrative poems.","Shapes and patterns, fractions.","Understanding diversity, inclusion, celebrating differences."
"370","English","Year 6","Spring 2","Stories from a range of cultures, explanations, traditional and fairy tales, recount, poetry – narrative poems.","Retelling stories, explaining processes, recount writing, creating narrative poems.","Shapes and patterns, fractions.","Understanding diversity, inclusion, celebrating differences."
"371","English","Year 6","Summer 1","Stories about fantasy worlds, non-chronological reports, traditional and fairy tales, recount, poetry – poems on a theme.","Writing about fantasy worlds, factual writing, retelling stories, recount writing, theme-based poems.","Time, measures, data handling.","Personal growth, self-esteem, community participation."
"372","English","Year 6","Summer 2","Stories about fantasy worlds, non-chronological reports, traditional and fairy tales, recount, poetry – poems on a theme.","Writing about fantasy worlds, factual writing, retelling stories, recount writing, theme-based poems.","Time, measures, data handling.","Personal growth, self-esteem, community participation."
